,country,GPI_path_primary,GPI_path_LS,GPI_path_US,GPI_NEET_15_19,GPI_NEET_20_24
60,Malawi,0.81677843264304,1.1303422717533094,7.860346223585078,1.4882044305173767,2.0766467693451034
61,Maldives,0.3798143520133708,1.0391864752331197,1.1745113713633166,0.7897862232779098,1.8369602763385144
62,Mali,1.174867302573005,0.7772043046887697,0.9629047457323543,2.0801020408163264,4.278656263425586
63,Marshall Islands,,,,0.6468842729970326,1.6977611940298507
64,Mauritania,1.0818969191538637,0.9054685419394375,4.530318404628029,2.090162809213958,3.3156941649899396
65,Mauritius,,,,1.0091431942191418,1.3929983604976373
66,Mexico,,,,2.061032726045265,2.727207340666946
67,"Micronesia, Federated States of",,,,1.3426829268292684,1.7513513513513512
68,"Moldova, Republic of",,,,0.5101378751013788,0.7389926696618586
69,Mongolia,0.5905888999834606,0.6153200676542118,0.1142626892157158,1.1946619950535862,1.24452
70,Montenegro,1.0077634152302863,0.3866298971474796,4.026196829856592,0.8029389600602863,0.9239477503628447
71,Myanmar,,,,1.847365451272268,3.023556050712304
72,Namibia,0.6220095693779905,0.9251968503937008,1.456140350877193,1.210061694337162,1.187206154722895
73,Nauru,,,,1.650943396226415,2.7500000000000004
74,Nepal,1.1170149751708605,0.8682911694629051,1.7010342076436729,2.090263998806785,3.049340666785743
75,Nicaragua,,,,4.3239943129547544,5.248228563999221
76,Niger,1.1895403780068732,0.5105648712737129,0.1486378205128205,1.4063356649399654,2.8152786569771857
77,Nigeria,0.9804970859665764,0.8599730941773333,0.744164938002583,1.4271014340257944,0.975769727473374
78,North Macedonia,0.2163878613018051,0.8864509182396814,3.420700787990516,0.9689567430025445,0.947097452061991
79,Occupied Palestinian Territory,,,,0.6744138320250372,1.5935406323490984
80,Pakistan,1.178870399418348,0.7632394880944394,1.3016482161218197,4.904187404008788,8.839251914292168
81,Palau,,,,1.0625,1.7701149425287357
82,Panama,1.2045454545454546,0.5570152390961639,0.848,1.015947640117994,1.6803993250843645
83,Papua New Guinea,,,,0.888580285182889,1.189678079804844
84,Paraguay,,,,2.112576463325664,3.131173859665691
85,Peru,1.2107408295372812,0.8939914610017704,2.2426645519429025,1.058962602674062,1.3832541332541333
86,Philippines,,,,0.9938221897686956,1.4851318329409402
87,Rwanda,0.7896774193548387,1.1829175917461148,1.3805549289420258,1.0895235328297501,1.643619579369641
88,Saint Lucia,0.0,0.8111111111111111,0.0,0.9513618677042802,0.6470358814352574
89,Samoa,,,,0.7040483946021405,1.388923076923077
90,Senegal,0.9314510190437496,0.9587283848104298,5.163570436678967,1.6978136798665378,2.2425150901972475
91,Serbia,inf,1.4998078394053371,0.8922502353547244,0.7093973179879772,0.8800558204442378
92,Seychelles,,,,0.68796992481203,0.7802441731409544
93,Sierra Leone,1.0010364106252525,1.0394698711888855,1.3909589225992713,1.28821815335102,1.1811056307076233
94,Solomon Islands,,,,1.3603385731559856,2.2295373665480427
95,South Africa,0.6315556047897927,0.6322197562221042,1.0147191066343972,0.9732420679251952,1.1158889740539237
96,Sri Lanka,,,,1.38462552742616,2.784597875569044
97,Sudan,0.9238280908510462,0.8340564880284494,0.8751531059215203,1.7901982397530904,2.5425489221259183
98,Suriname,0.33285475748545046,0.8033802283486075,1.2232513893708197,0.9477569562748439,2.1698564593301435
99,"Tanzania, United Republic of",,,,1.4526698287081925,2.4258975639531655
100,Thailand,0.7824924826750987,0.6318914056290175,0.3846567746863001,1.0441842016943463,1.7895265122391064
101,Timor-Leste,0.6420001641186863,0.9713630508345108,1.2856921191787316,1.4622437971952533,1.6406574118397956
102,Togo,1.5405074263244465,0.9092256614122786,2.0097170599706753,1.5863161552770908,2.0413729573854535
103,Tonga,0.2676745055914138,0.33640935164193697,0.5985030460617954,0.7529610829103215,1.4335616438356165
104,Tunisia,0.4363457298804204,0.5932764584498169,0.5231938017939104,1.231318123349807,1.7429647181018533
105,Turkey,1.6892153073057596,1.050251256281407,0.9874157110338014,1.3603685416503786,1.786962306102152
106,Tuvalu,,,,1.2045454545454546,1.6153846153846154
107,Uganda,0.9866995580224073,0.9874942562994424,1.4927536231884058,1.3871328565862733,2.3460955384850184
108,United States,,,,0.9359561270565442,1.1145178721274827
109,Uruguay,0.2366666666666667,0.5944186046511628,0.6042553191489362,0.9335708096659284,1.4789815447710182
110,Vanuatu,,,,1.011097899326199,1.3552702947025856
111,"Venezuela, Bolivarian Republic of",,,,1.4709385558036991,2.564107372481783
112,Viet Nam,1.2145913311122762,0.5932319764590486,0.7868083990100027,0.9825128571693805,1.7263523655808506
113,Yemen,1.720900693346415,0.7407636443164077,1.1470035105315948,2.9424472231117083,2.8295251291094594
114,Zambia,0.8540355547723071,1.0859234099015587,1.3432238693238567,1.3901171486037773,1.6811806043569923
115,Zimbabwe,0.584709182541801,0.9002505657818539,1.3973531388976366,1.3017543711390738,1.5665719078161484
