,Unnamed: 0,Total_Never entered primary,Total_Dropped out of primary,Total_Still attending primary,Total_Did not transition to lower secondary,Total_Dropped out of lower secondary,Total_Still attending lower secondary,Total_Did not transition to upper secondary,Total_Transitioned to upper secondary,Total_population_agerange,Total_Never entered primary_pop,Total_Dropped out of primary_pop,Total_Still attending primary_pop,Total_Did not transition to lower secondary_pop,Total_Dropped out of lower secondary_pop,Total_Still attending lower secondary_pop,Total_Did not transition to upper secondary_pop,Total_Transitioned to upper secondary_pop,primary_dur,lower secondary_dur,upper secondary_dur,GDP,Year,primary_return_rate,secondary_return_rate,increasemental_rate_of_salaries_Never_entered_primary,increasemental_rate_of_Dropped_out_of_primary,increasemental_rate_of_Still_in_primary,increasemental_rate_of_salaries_Did_not_transition_to_lower_secondary,increasemental_rate_of_salaries_Dropped_out_of_lower_secondary,increasemental_rate_of_salaries_Still_in_lower_secondary,increasemental_rate_of_Did_not_transition_to_upper_secondary,year_before_work_primary_full,year_before_work_primary_half,year_before_work_LS_full,year_before_work_LS_half,year_before_work_US_full,increasemental_rate_of_salaries_Never_entered_primary_longterm,increasemental_rate_of_salaries_Dropped_out_of_primary_longterm,increasemental_rate_of_salaries_Still_attending_primary_longterm,increasemental_rate_of_salaries_Did_not_transition_to_lower_secondary_longterm,increasemental_rate_of_salaries_Dropped_out_of_lower_secondary_longterm,increasemental_rate_of_salaries_Still_attending_lower_secondary_longterm,increasemental_rate_of_salaries_Did_not_transition_to_upper_secondary_longterm,Total_Never entered primary_return_in_money,Total_Dropped out of primary_return_in_money,Total_Still attending primary_return_in_money,Total_Did not transition to lower secondary_return_in_money,Total_Dropped out of lower secondary_return_in_money,Total_Still attending lower secondary_return_in_money,Total_Did not transition to upper secondary_return_in_money,all_return,GDP_total,%return per GDP,Economy,Income group,Code,benefit_poverty,benefit_revenue,HLO,HLO_average,total_pop,HLO_weighted_average,LAYS,benefit_lives,benefit_early_marriage
59,55,0.50887708,0.68920772,0.54705597,1.409422997,1.964223999,30.3880565,10.79485305,53.69830268,9.384,47.7530251872,64.67525244480001,51.3357322248,132.26025403848,184.32278006616,2851.61522196,1012.989010212,5039.048723491201,7.0,3.0,2.0,6924.105745,2004.0,2.76391339302063,3.485943078994751,143.64524358682803,130.57169128796133,130.57169128796133,118.6879992687905,112.74174858226604,112.74174858226604,107.0934041494894,12.0,8.5,5.0,3.5,2.0,8.350934924074933,10.518679015451047,10.518679015451047,14.606659629615622,15.630445900253305,15.630445900253305,18.41069911491053,1380605.7733847045,2355228.409166099,1869453.4674508823,6688272.480281311,9974337.880003393,154310681.06384197,64566717.85828028,241145296.93240863,3742769967.42798,6.442963340814743,Maldives,Upper middle income,MDV,12897.329900822277,37256948.37605713,,413.0976530930093,540542.0,414.28287809164107,9478.914604178955,146.9231763647738,325.2744334550421
60,56,36.31037784,14.26314491,2.259324129,4.556967743,6.90863752,20.84258826,2.28076532,12.57819427,1349.083,489857.13467520726,192421.6632461753,30480.15773923707,61477.277136296696,93203.2543139416,281183.8149756558,30769.417202015604,169690.2806035441,6.0,3.0,3.0,862.4530188,1994.0,21.23196601867676,12.40451717376709,640.3323981587861,359.3801051002203,359.3801051002203,201.6984621006456,169.2493229823578,169.2493229823578,142.0205837548366,12.0,9.0,6.0,4.5,3.0,25.374875323618227,20.95691732424603,20.95691732424603,18.31919430844317,17.98376330414856,17.98376330414856,19.55976498722517,5360172989.064014,1738948880.600219,275454620.26983047,485653412.01277024,722798271.7690557,2180601707.6319284,259530470.3526068,11023160351.700424,17465392915.9153,63.11429925893963,Mali,Low income,MLI,533284.2062757782,1330495454.450241,307.364959716797,355.40796770368314,20250834.0,350.4277624474908,5407540.1512702415,83816.87234468875,76405.76015804068
61,57,16.07514036,24.05459948,0.0,5.608666111,3.484146314,31.24091584,0.87407865,18.66245325,281.848,45307.4616018528,67797.4075423904,0.0,15807.91326053128,9819.99670308272,88051.8964767232,2463.573193452,52599.75123606,6.0,4.0,3.0,1701.991163,2000.0,11.945899963378906,6.230932712554932,300.47345789732793,214.1812942803634,214.1812942803634,152.67114486793272,135.28665943599745,135.28665943599745,119.88172511042616,13.0,10.0,7.0,5.0,3.0,12.478380214857625,13.029953222846084,13.029953222846084,13.947495687472598,15.715321193947975,15.715321193947975,17.770533404308566,481122038.2450704,751766985.3304893,0.0,187628188.33242625,131329384.48552772,1177576909.3121307,37255743.84114192,2766679249.5467863,7913680231.1828,34.96071573179134,Mauritania,Lower middle income,MRT,188153.30118813843,398678479.8596919,342.093566894531,387.4265555245537,4649660.0,387.2059768006016,1116568.9898733853,17306.81934303747,29725.043395826087
62,58,2.2,0.2,0.1,0.2,1.8,6.6,14.6,74.4,79.5,1749.0,159.0,79.5,159.0,1431.0000000000002,5247.0,11607.0,59148.00000000001,6.0,3.0,3.0,4547.059721,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,56403113.39049309,5537668.202321511,2768834.1011607554,6083527.85936178,55098569.47476858,202028088.07415143,497134895.5904133,825054696.6926703,11915547262.6561,6.92418634667693,Moldova,Upper middle income,MDA,44126.93403036108,127470950.63901757,438.620941162109,413.0976530930093,2620495.0,414.28287809164107,56699.710733032975,878.845516362011,1945.6833462368304
63,59,0.759262433,0.754787511,0.0,0.414134545,1.07704934,5.609804531,5.190751948,86.19420969,91.423,694.14049412159,690.04938618153,0.0,378.61422507535,984.6708181082,5128.651596376129,4745.541153420039,78801.33232488869,5.0,4.0,3.0,4060.950518,2011.0,13.721932411193848,4.188283920288086,253.48563206261792,183.79884203495607,183.79884203495607,133.26993746551145,122.7706129820876,122.7706129820876,113.09845039807377,12.0,9.5,7.0,5.0,3.0,12.115711624382408,11.76991025160623,11.76991025160623,12.876545315523837,14.879346512794958,14.879346512794958,17.22231863199895,17076309.219841518,16491153.237140996,0.0,9899060.752578393,29749017.498818632,154947565.501197,165949162.85392693,394112269.0635035,13312981594.573,2.9603606544769976,Mongolia,Lower middle income,MNG,26802.356823687904,56791577.97205086,434.618682861328,387.4265555245537,3278292.0,387.2059768006016,37135.25143667144,575.5963972684073,988.6061412068623
64,60,2.394414252,0.505478551,1.085280729,0.442186925,0.884685768,4.441617949,0.797628424,89.70978954,31.196,746.96147005392,157.68908876996002,338.56417621884,137.94463312300002,275.98657218528,1385.6071353700404,248.82816315104,27985.865944898404,5.0,4.0,4.0,7677.152226,,10.0,10.0,345.2271214393103,272.0340042027498,272.0340042027498,214.3588810000001,177.1561000000001,177.1561000000001,146.41000000000005,13.0,10.5,8.0,6.0,4.0,13.872862717185765,14.026602301744909,14.026602301744909,15.775155055102912,16.828976900706074,16.828976900706074,18.10410133388589,39777221.66729434,8490324.387060197,18229033.501038045,8353117.71227339,17828541.78394027,89509263.12634613,17292057.13598295,199479559.3139353,4769860740.74074,4.182083506340627,Montenegro,Upper middle income,MNE,10668.894304265008,30819591.914003003,436.129730224609,413.0976530930093,621306.0,414.28287809164107,17202.038724922317,266.6316002362959,590.2979016240923
65,61,8.9,31.0,16.6,7.5,3.4,28.8,0.7,3.1,1443.972,128513.508,447631.32,239699.352,108297.9,49095.048,415863.9360000001,10107.803999999998,44763.132,7.0,3.0,2.0,448.5442807,2008.0,20.178565979003903,13.291718482971191,675.7404943977031,355.1283829881408,355.1283829881408,186.6340251166696,154.7724209155659,154.7724209155659,128.35013476824798,12.0,8.5,5.0,3.5,2.0,26.588486979333563,20.76295378991082,20.76295378991082,19.14492636607789,18.7185005695176,18.7185005695176,20.300432267909343,766333358.5051196,2084418557.107014,1116172517.676659,464995835.5693528,206102886.2901373,1745812683.8693988,46019026.305182405,6429854865.322865,14019446610.1963,45.863827896362544,Mozambique,Low income,MOZ,311066.8754621907,776083482.2444698,368.243591308594,355.40796770368314,31255435.0,350.4277624474908,5161280.345367649,79999.84535319856,72926.2358013072
66,62,3.0,8.2,5.5,4.0,8.1,36.7,7.1,27.4,96.054,2881.62,7876.427999999999,5282.969999999999,3842.16,7780.374,35251.81800000001,6819.833999999999,26318.796,7.0,3.0,2.0,4179.278066,2014.0,12.625166893005373,14.214083671569824,446.7313511233322,294.660801243181,294.660801243181,194.3561551499507,159.227768724621,159.227768724621,130.44856908936353,12.0,8.5,5.0,3.5,2.0,18.73920404506242,18.00442311486178,18.00442311486178,19.660704668448904,19.04584145752068,19.04584145752068,20.486984046596465,112838972.23234834,296332844.5765671,198759834.77696577,157850440.37919402,309650589.18921983,1402984768.301774,291959831.9230605,2770377281.3791294,10619194505.3543,26.08839380409012,Namibia,Upper middle income,NAM,148169.88016027855,428023289.9730755,406.661865234375,413.0976530930093,2540916.0,414.28287809164107,210262.8776104164,3259.0746029614543,7215.292177144698
67,63,3.119346122,4.156674427,7.901830972,2.330390365,3.097098041,38.53651328,1.072706718,39.78544008,2453.455,76531.7533975151,101982.13656295284,193867.8670740826,57175.07892961075,75985.90674181655,945476.011893824,26318.3766081069,976117.868914764,5.0,3.0,4.0,1155.142854,2010.0,9.674599647521973,5.052016735076904,224.05830593855435,177.86721443611287,177.86721443611287,141.1987198543678,131.1366750568333,131.1366750568333,121.79166753564252,12.0,9.5,7.0,5.5,4.0,11.107090721984171,11.52390951395792,11.52390951395792,13.314215625021514,14.03466770328148,14.03466770328148,16.295356617332086,490961777.65037584,678780951.075964,1290361426.3306048,439671240.82425576,615943511.7412624,7664050348.332836,247701517.1785513,11427470773.13385,33657175561.329,33.95255419549715,Nepal,Lower middle income,NPL,777146.9535358378,1646698538.408588,368.557586669922,387.4265555245537,29136808.0,387.2059768006016,5869146.486638071,90971.7705428901,156247.07079816004
68,64,61.6,15.1,0.8,2.8,5.8,9.0,0.6,4.4,1509.873,930081.768,227990.823,12078.984,42276.444,87572.63399999999,135888.56999999998,9059.238,66434.41200000001,6.0,4.0,3.0,567.6698923,2011.0,38.6956672668457,6.257501125335693,1088.6657350697012,408.042942908635,408.042942908635,152.93862743542627,135.45592040679537,135.45592040679537,119.97169505786955,13.0,10.0,7.0,5.0,3.0,37.03771797624525,21.0699233271009,21.0699233271009,13.962260776531494,15.72662651201431,15.72662651201431,17.777804649591115,9777576373.364471,1363471884.116233,72236921.01278056,167540597.8587033,390903762.7447735,606574804.2591312,45712572.7387444,12424016916.09484,13741378450.136,90.41317769668062,Niger,Low income,NER,601055.5764830571,1499578841.7726471,304.922241210938,355.40796770368314,24206636.0,350.4277624474908,8589351.002871042,133134.94054450115,121363.11044947684
69,65,22.32485106,1.416621055,4.320895584,5.527964666,0.824094807,17.84277489,1.720761869,46.02203607,13620.092,3040665.2532349755,192945.09098237063,588509.9537647372,752913.8732366927,112242.47088062244,2430202.355370899,234369.34965871947,6268243.653007184,6.0,3.0,3.0,2097.092473,2003.0,16.62380027770996,6.750900268554688,372.3509039285248,234.742024114724,234.742024114724,147.98894619054064,134.17510945181718,134.17510945181718,121.65070743343034,12.0,9.0,6.0,4.5,3.0,16.18981598805294,15.270928902749466,15.270928902749466,15.05794116409867,15.641078289286945,15.641078289286945,17.913500080810625,51617635882.98109,3089489862.2737017,9423383236.889135,11887717644.454336,1840820720.72496,39856275581.09709,4402190687.389998,122117513615.81032,432293776262.398,28.24873276493488,Nigeria,Lower middle income,NGA,8304834.513601829,17597133712.03827,309.024963378906,387.4265555245537,206139587.0,387.2059768006016,35850907.822338976,555689.0712462541,954414.6402629629
70,66,0.412872107,1.76566205,0.0,0.092694328,3.090321744,0.73670506,1.690421878,92.21132283,96.386,397.9509090530199,1701.851023513,0.0,89.34435498607999,2978.63751617184,710.0805391316,1629.33003132908,88878.8056229238,5.0,4.0,4.0,5917.262575,,10.0,10.0,345.2271214393103,272.0340042027498,272.0340042027498,214.3588810000001,177.1561000000001,177.1561000000001,146.41000000000005,13.0,10.5,8.0,6.0,4.0,13.872862717185765,14.026602301744909,14.026602301744909,15.775155055102912,16.828976900706074,16.828976900706074,18.10410133388589,16333769.979050066,70626042.15885904,0.0,4169957.22526928,148308558.958465,35355433.7952487,87272392.06722659,362066154.1841187,12263710122.7645,2.9523378370794475,North Macedonia,Upper middle income,MKD,19364.61832694769,55939220.82144634,413.617309570313,413.0976530930093,2072531.0,414.28287809164107,33402.150338482126,517.733330246473,1146.21409530791
71,67,22.52967797,6.323955231,9.636203868,6.657674825,2.471901162,25.08989529,1.914387133,25.37630452,18116.985,4081698.3783732047,1145710.0206069853,1745789.60933498,1206169.949394026,447833.96273436566,4545532.566205007,346829.22972754005,4597421.283442723,5.0,3.0,4.0,1188.859757,2010.0,13.380233764648438,7.00066614151001,300.87916168609206,219.81065490197503,219.81065490197503,160.58514567002186,145.08604691410417,145.08604691410417,131.08286523845806,12.0,9.5,7.0,5.5,4.0,13.740123724045691,13.263418126420762,13.263418126420762,14.384350050543953,14.881676507220378,14.881676507220378,16.977994435297845,33337435082.93368,9032974893.670565,13764105600.123148,10313341018.293888,3961589910.372108,40210295444.31142,3500279375.3802404,114120021325.08502,262610002938.509,43.45608318347515,Pakistan,Lower middle income,PAK,7760949.791159519,16444695072.944752,338.656555175781,387.4265555245537,220892331.0,387.2059768006016,67757262.93697447,1050237.5755231043,1803818.3036162902
72,68,0.6,1.7,1.6,5.0,6.6,16.5,4.7,63.3,215.306,1291.8360000000002,3660.202,3444.896,10765.3,14210.196000000002,35525.490000000005,10119.382,136288.698,6.0,3.0,3.0,12509.83529,2012.0,10.868332862854004,6.415416240692139,269.6946870109552,197.901843498745,197.901843498745,145.2202862958544,132.28800482819133,132.28800482819133,120.5073799797566,12.0,9.0,6.0,4.5,3.0,12.67127659688753,13.59028010928261,13.59028010928261,14.8898275508187,15.515034359053272,15.515034359053272,17.821097955543653,102388068.43132964,311139434.4818592,292837114.80645573,1002622394.6649008,1379032196.3813136,3447580490.9532843,1128002452.4096484,7663602152.128792,53977036995.1729,14.19789336123459,Panama,Upper middle income,PAN,409877.3911081533,1184026532.5038984,376.864685058594,413.0976530930093,4314768.0,414.28287809164107,253801.44846701957,3933.9224512388037,8709.34340138299
73,69,0.7,3.2,0.7,5.2,4.3,9.0,2.0,74.9,989.976,6929.831999999999,31679.232,6929.831999999999,51478.75200000001,42568.968,89097.84,19799.52,741492.0240000001,6.0,3.0,2.0,6126.87454,2012.0,14.579899787902832,4.869932651519775,287.0156473226373,190.8008300547972,190.8008300547972,126.83962386439649,118.10776787616432,118.10776787616432,109.97702774334294,11.0,8.0,5.0,3.5,2.0,14.591447309178186,14.592965115774977,14.592965115774977,15.15112483252816,16.02469514767152,16.02469514767152,18.66705458197684,309763376.12830144,1416208447.107936,309795597.80486095,2389361589.729584,2089738238.9558165,4373870732.69822,1132242495.437183,12020980477.8619,202014363787.233,5.950557303203807,Peru,Upper middle income,PER,642925.8746762346,1857241483.8296635,415.025421142578,413.0976530930093,32971846.0,414.28287809164107,728454.166121916,11291.039574889699,24997.32575698157
74,70,2.1,32.1,10.3,12.9,5.7,22.6,1.3,13.0,810.708,17024.868000000002,260237.268,83502.92400000001,104581.332,46210.356,183220.008,10539.204,105392.04,6.0,3.0,3.0,797.8555207,2010.0,34.10900115966797,19.686168670654297,1710.0600304383174,708.9858580738957,708.9858580738957,293.9434511079343,224.4904350592801,224.4904350592801,171.44779121001656,12.0,9.0,6.0,4.5,3.0,62.0397644556221,36.905929438194,36.905929438194,23.92032951423352,21.673440489759944,21.673440489759944,21.938030724476285,421355000.5661359,3831421190.604481,1229396830.6300986,997965632.9208716,399541072.1985779,1584145303.8048878,92235840.59947386,8556060871.324527,10333991455.5443,82.79531590607331,Rwanda,Low income,RWA,413929.5796334567,1032716547.1688704,358.083984375,355.40796770368314,12952209.0,350.4277624474908,2689938.702849841,41694.04989417254,38007.44989780564
75,71,0.0,0.0,0.7,1.4,0.5,6.4,2.8,88.2,4.957,0.0,0.0,34.69899999999999,69.39799999999998,24.785,317.248,138.79599999999996,4372.074,7.0,3.0,2.0,8804.561048,,10.0,10.0,313.8428376721004,224.8214910766528,224.8214910766528,161.05100000000007,139.59645769144723,139.59645769144723,121.0,12.0,8.5,5.0,3.5,2.0,14.184453409871749,14.818354251859972,14.818354251859972,17.436179011744077,17.603500463804483,17.603500463804483,19.64700189803345,0.0,0.0,2263573.730975821,5326917.700678115,1920727.138492889,24585307.37270898,12004690.030470427,46101215.97332624,,,Saint Lucia,Upper middle income,LCA,2465.661154501817,7122637.867878905,417.760650634766,413.0976530930093,183629.0,414.28287809164107,1349.0573796938663,20.910389385254927,46.29368373936049
76,72,0.715486708,6.099479176,5.933247867,2.968096479,5.801159925,47.95898337,0.111835047,30.41171143,10.661,76.27803793988,650.26547495336,632.54355510087,316.42876562619,618.46165960425,5112.9072170757,11.92273436067,3242.1925555523,6.0,3.0,3.0,2157.840446,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,1167350.9794032343,10747542.561162123,10454635.90193375,5745436.17977246,11300616.634436494,93423744.94902158,242336.484380252,133081663.69010988,472914469.91933,28.14074682739376,Sao Tome and Principe,Lower middle income,STP,9050.472458997763,19177067.737744834,,387.4265555245537,219161.0,387.2059768006016,23938.931161687902,371.0534330061625,637.2967314017536
77,73,30.11806548,12.31683196,6.953802129,2.413710287,5.220220957,30.66190631,0.797440294,11.51802259,1022.681,308011.7332315188,125961.9002568476,71115.2131508785,24684.556500194467,53386.20788525718,313573.4900701711,8155.270373082141,117792.62860363787,6.0,4.0,3.0,1471.830962,2011.0,9.835599899291992,6.451167583465576,271.9642148428689,205.249630503778,205.249630503778,154.90056604056207,136.69484795432064,136.69484795432064,120.62887783355085,13.0,10.0,7.0,5.0,3.0,11.590058735728457,12.659532821218855,12.659532821218855,14.070560164055628,15.809377248465166,15.809377248465166,17.830917242109276,2627125600.2855444,1173504668.9589016,662533944.7594323,255602239.8891442,621114653.1735116,3648228582.707165,107013849.60578582,9095123539.379484,24644234594.6566,36.9056847939254,Senegal,Lower middle income,SEN,618531.229786945,1310607302.0245838,412.453857421875,387.4265555245537,16743930.0,387.2059768006016,4769769.936732547,73931.43401935448,126979.72059349337
78,74,0.0,0.300467549,0.0,0.04626706,0.505433142,2.207655049,2.269115429,94.67106177,409.183,0.0,1229.4621310246698,0.0,189.3169441198,2068.14649342986,9033.34915914967,9284.83458584507,387377.8906823391,4.0,4.0,4.0,7720.510572,2008.0,37.65433120727539,6.167335510253906,579.5446042611508,305.8490284517453,305.8490284517453,161.4088501852818,143.20082098458806,143.20082098458806,127.04678279487511,12.0,10.0,8.0,6.0,4.0,23.291375134802404,16.83166360485099,16.83166360485099,13.11801699805958,14.767205190801803,14.767205190801803,16.681457583909737,0.0,79883709.85780793,0.0,9586800.752506722,117895067.04810676,514947711.9586006,597893996.7285749,1320207286.3455968,53335016425.4148,2.4753105461058817,Serbia,Upper middle income,SRB,70609.5002725311,203972025.7403947,457.453491210938,413.0976530930093,6908224.0,414.28287809164107,74926.22561393431,1161.3564970159819,2571.1367393005607
79,75,17.70581351,5.699131046,7.800374271,3.899201384,4.84286755,29.32748309,2.010632333,28.71449682,709.802,125676.2184102502,40452.54614712892,55367.21258304342,27676.60940765968,34374.770727251,208167.06152248185,14271.50851228066,203816.07271829643,6.0,3.0,4.0,509.376594,2011.0,5.50736665725708,4.351700305938721,185.8632003958552,158.2504887512122,158.2504887512122,134.74005148227292,126.40009902350478,126.40009902350478,118.57636135202031,13.0,10.0,7.0,5.5,4.0,8.907231262477437,10.710350518839746,10.710350518839746,12.957695891382388,13.747061806628572,13.747061806628572,16.059123392350283,285104992.30298936,110346493.15943298,151030734.19237158,91337612.9264942,120353489.02639942,728837796.574517,58371480.068350285,1545382598.250555,4063289449.58795,38.03279627069809,Sierra Leone,Low income,SLE,74763.32612482751,186527679.608842,315.875946044922,355.40796770368314,7976985.0,350.4277624474908,2251789.9317321144,34902.74394184777,31816.633189454897
80,76,0.688548953,2.14382871,2.659261302,1.611151639,1.759658752,18.53801527,2.050412372,70.549123,2925.404,20142.83861302012,62715.650835488406,77794.13649916007,47132.69449337156,51477.12751735808,542311.8402291908,59982.84554698288,2063846.86620692,7.0,2.0,3.0,5655.867654,2011.0,8.879499435424805,12.272750854492188,323.5896537075504,240.26096815115844,240.26096815115844,178.39053923863156,158.89032546270232,158.89032546270232,141.52171765046307,12.0,8.5,5.0,4.0,3.0,14.5185252974683,15.522703092803836,15.522703092803836,18.594325543057646,19.02104900994057,19.02104900994057,19.519447326593777,827013162.3222617,2753040035.5942936,3414942992.1164765,2478403086.929908,2768968480.922834,29171099182.24428,3311035402.0006685,44724502342.13073,335442101366.417,13.333002076944522,South Africa,Upper middle income,ZAF,2392029.488836513,6909935611.859198,342.763977050781,413.0976530930093,59308690.0,414.28287809164107,2693995.5994128636,41756.93179089938,92446.01612330887
81,77,47.0,8.0,28.3,1.4,0.9,8.3,0.5,5.7,761.943,358113.21,60955.44,215629.869,10667.201999999996,6857.487000000001,63241.269,3809.715,43430.751,6.0,2.0,4.0,1119.651437,,10.0,10.0,313.84283767210025,235.7947691000002,235.7947691000002,177.1561000000001,161.05100000000004,161.05100000000004,146.41000000000005,12.0,9.0,6.0,5.0,4.0,14.184453409871738,15.318955121941382,15.318955121941382,16.828976900706074,17.436179011744077,17.436179011744077,18.10410133388589,2843713192.6110525,522750504.4146395,1849229909.3667872,100498847.10671544,66937449.15048293,617312031.0544536,38612000.74078234,6039053934.444914,11997800760.2242,50.33467428852406,South Sudan,Low income,SSD,292160.5040055754,728913809.8875011,335.587432861328,355.40796770368314,11193729.0,350.4277624474908,3890482.526594688,60302.47916221766,54970.51644752301
82,78,0.738936002,0.0,0.0,0.23585281,13.21204083,4.922314454,4.281131813,76.60972409,206.864,1528.59257117728,0.0,0.0,487.8945568784,27330.9561425712,10182.496572122562,8856.12051364432,158477.9396415376,6.0,3.0,3.0,,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,,,,,,,,0.0,,,,Lower middle income,,0.0,0.0,,387.4265555245537,,387.2059768006016,129058.35942479412,,3435.762025713381
83,78,0.738936002,0.0,0.0,0.23585281,13.21204083,4.922314454,4.281131813,76.60972409,206.864,1528.59257117728,0.0,0.0,487.8945568784,27330.9561425712,10182.496572122562,8856.12051364432,158477.9396415376,6.0,3.0,3.0,,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,,,,,,,,0.0,,,,Lower middle income,,0.0,0.0,,387.4265555245537,,387.2059768006016,129058.35942479412,,3435.762025713381
84,78,0.738936002,0.0,0.0,0.23585281,13.21204083,4.922314454,4.281131813,76.60972409,206.864,1528.59257117728,0.0,0.0,487.8945568784,27330.9561425712,10182.496572122562,8856.12051364432,158477.9396415376,6.0,3.0,3.0,,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,,,,,,,,0.0,,,,Lower middle income,,0.0,0.0,,387.4265555245537,,387.2059768006016,129058.35942479412,,3435.762025713381
85,78,0.738936002,0.0,0.0,0.23585281,13.21204083,4.922314454,4.281131813,76.60972409,206.864,1528.59257117728,0.0,0.0,487.8945568784,27330.9561425712,10182.496572122562,8856.12051364432,158477.9396415376,6.0,3.0,3.0,,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,,,,,,,,0.0,,,,Lower middle income,,0.0,0.0,,387.4265555245537,,387.2059768006016,129058.35942479412,,3435.762025713381
86,78,0.738936002,0.0,0.0,0.23585281,13.21204083,4.922314454,4.281131813,76.60972409,206.864,1528.59257117728,0.0,0.0,487.8945568784,27330.9561425712,10182.496572122562,8856.12051364432,158477.9396415376,6.0,3.0,3.0,,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,,,,,,,,0.0,,,,Lower middle income,,0.0,0.0,,387.4265555245537,,387.2059768006016,129058.35942479412,,3435.762025713381
87,79,11.61155726,10.24734731,6.684971891,3.382237073,4.757080713,19.22544284,3.976731123,40.11463179,3014.881,350074.6336358606,308945.3270532011,201543.9473970997,101970.42288883313,143420.3225709015,579624.2233490204,119893.71104841362,1209408.4120566698,6.0,3.0,3.0,595.467833,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,1478432695.735128,1409091142.282168,919236402.656228,510928636.93278456,723167720.0096484,2922636907.7119803,672478362.5088762,8635971867.836813,21329109521.8077,40.48913462142929,Sudan,Low income,SDN,417795.5555412813,1042361804.4479034,379.633666992188,355.40796770368314,43849269.0,350.4277624474908,7019608.9270724,108803.9383696222,99183.46255074003
88,80,1.799561365,5.012438343,0.989630676,2.353538863,14.89969977,43.05802194,1.231209785,30.65589925,30.421,547.44456284665,1524.8338683240302,301.05554794596,715.9700575132299,4532.6376670317,13098.6808543674,374.54632869484993,9325.8311108425,6.0,4.0,3.0,4916.605666,1999.0,3.821533441543579,9.36334991455078,234.32966264015337,209.39434558251835,209.39434558251835,187.11242728694955,156.44404024794645,156.44404024794645,130.802310054839,13.0,10.0,7.0,5.0,3.0,10.41740111675139,12.831425434118392,12.831425434118392,15.84866108671652,17.128469886183524,17.128469886183524,18.65311980139008,14019577.159016704,48098642.1021641,9496354.55660441,27894772.26580064,190855620.3452503,551545709.984336,17174828.3639927,859085504.7771649,2884248048.49068,29.7854238031546,Suriname,Upper middle income,SUR,45947.02575199361,132728710.48807198,,413.0976530930093,586634.0,414.28287809164107,76271.19584020626,1182.203535523197,2617.2901700078737
89,81,1.278392909,0.093532054,0.430147958,0.053143746,1.068811016,2.516035843,6.134907641,88.42502883,321.65,4111.9507917985,300.84585169099995,1383.570906907,170.93685900899996,3437.830632964,8092.829289009501,19732.9304272765,284419.10523169505,4.0,5.0,2.0,859.1379611,2003.0,9.203866958618164,2.068666696548462,164.134229486264,137.63317429840512,137.63317429840512,115.41097019644188,109.65185614816772,109.65185614816772,104.180127212111,11.0,9.0,7.0,4.5,2.0,9.95851387085187,10.840823823189629,10.840823823189629,11.890726894911316,14.003115459982418,14.003115459982418,18.15170745193238,17590385.387901932,1401003.5226232477,6443125.951315009,873126.2334977218,20679596.470099963,48680828.65787734,153865758.2260329,249533824.4493481,8194150301.78552,3.0452678466853884,Tajikistan,Lower middle income,TJK,16970.023842097817,35957824.10315106,390.565551757813,387.4265555245537,9537642.0,387.2059768006016,91107.53979663581,1412.166866847855,2425.4440152856555
