,Country,Total_Never entered primary,Total_Dropped out of primary,Total_Still attending primary,Total_Did not transition to lower secondary,Total_Dropped out of lower secondary,Total_Still attending lower secondary,Total_Did not transition to upper secondary,Total_population_agerange,Total_Never entered primary_pop,Total_Dropped out of primary_pop,Total_Still attending primary_pop,Total_Did not transition to lower secondary_pop,Total_Dropped out of lower secondary_pop,Total_Still attending lower secondary_pop,Total_Did not transition to upper secondary_pop,primary_dur,lower secondary_dur,upper secondary_dur,Reference area,U.S. dollars,Year,primary_return_rate,secondary_return_rate,increasemental_rate_of_salaries_Never_entered_primary,increasemental_rate_of_Dropped_out_of_primary,increasemental_rate_of_Still_in_primary,increasemental_rate_of_salaries_Did_not_transition_to_lower_secondary,increasemental_rate_of_salaries_Dropped_out_of_lower_secondary,increasemental_rate_of_salaries_Still_in_lower_secondary,increasemental_rate_of_Did_not_transition_to_upper_secondary,year_before_work_primary_full,year_before_work_primary_half,year_before_work_LS_full,year_before_work_LS_half,year_before_work_US_full,increasemental_rate_of_salaries_Never_entered_primary_longterm,increasemental_rate_of_salaries_Dropped_out_of_primary_longterm,increasemental_rate_of_salaries_Still_attending_primary_longterm,increasemental_rate_of_salaries_Did_not_transition_to_lower_secondary_longterm,increasemental_rate_of_salaries_Dropped_out_of_lower_secondary_longterm,increasemental_rate_of_salaries_Still_attending_lower_secondary_longterm,increasemental_rate_of_salaries_Did_not_transition_to_upper_secondary_longterm,Total_Never entered primary_return_in_money,Total_Dropped out of primary_return_in_money,Total_Still attending primary_return_in_money,Total_Did not transition to lower secondary_return_in_money,Total_Dropped out of lower secondary_return_in_money,Total_Still attending lower secondary_return_in_money,Total_Did not transition to upper secondary_return_in_money,all_return,GDP_total,%return per GDP
76,South Africa,0.688548953,2.14382871,2.659261302,1.611151639,1.759658752,18.53801527,2.050412372,2925.404,20142.838613020118,62715.650835488406,77794.13649916007,47132.69449337156,51477.12751735808,542311.8402291908,59982.84554698288,7.0,2.0,3.0,South Africa,242.24,2011.0,8.879499435424805,12.272750854492188,323.5896537075504,240.26096815115844,240.26096815115844,178.39053923863156,158.89032546270232,158.89032546270232,141.52171765046307,12.0,8.5,5.0,4.0,3.0,14.5185252974683,15.522703092803836,15.522703092803836,18.594325543057646,19.021049009940572,19.021049009940572,19.519447326593777,850100521.567592,2829895431.8736753,3510276439.33747,2547591565.4566736,2846268544.5379653,29985455805.675144,3403468107.1650496,45973056415.61357,335442101366.417,13.70521357585801
77,South Sudan,47.0,8.0,28.3,1.4,0.9,8.3,0.5,761.943,358113.20999999996,60955.44,215629.869,10667.201999999997,6857.487000000001,63241.269,3809.715,6.0,2.0,4.0,,,,10.0,10.0,313.84283767210025,235.7947691000002,235.7947691000002,177.1561000000001,161.05100000000004,161.05100000000004,146.41000000000005,12.0,9.0,6.0,5.0,4.0,14.184453409871738,15.318955121941382,15.318955121941382,16.828976900706074,17.436179011744077,17.436179011744077,18.104101333885886,,,,,,,,0.0,11997800760.2242,0.0
78,State of Palestine,0.738936002,0.0,0.0,0.23585281,13.21204083,4.922314454,4.281131813,206.864,1528.59257117728,0.0,0.0,487.8945568784,27330.956142571198,10182.496572122562,8856.12051364432,6.0,3.0,3.0,,,,10.0,10.0,313.84283767210036,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871747,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,,,,,,,,0.0,,
79,Sudan,11.61155726,10.24734731,6.684971891,3.382237073,4.757080713,19.22544284,3.976731123,3014.881,350074.6336358606,308945.3270532011,201543.9473970997,101970.42288883313,143420.3225709015,579624.2233490204,119893.71104841362,6.0,3.0,3.0,Sudan,89.35,,10.0,10.0,313.84283767210036,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871747,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,5324134902.068519,5074421955.40037,3310356047.1519456,1839957271.1069736,2604273098.9781103,10525006117.16094,2421730479.207991,31099879871.074852,21329109521.8077,145.80955589954254
80,Suriname,1.799561365,5.012438343,0.989630676,2.353538863,14.89969977,43.05802194,1.231209785,30.421,547.44456284665,1524.8338683240302,301.05554794596,715.9700575132299,4532.6376670316995,13098.6808543674,374.54632869484993,6.0,4.0,3.0,,,1999.0,3.821533441543579,9.363349914550781,234.32966264015337,209.39434558251833,209.39434558251833,187.11242728694955,156.44404024794645,156.44404024794645,130.802310054839,13.0,10.0,7.0,5.0,3.0,10.41740111675139,12.831425434118392,12.831425434118392,15.84866108671652,17.128469886183524,17.128469886183524,18.65311980139008,,,,,,,,0.0,2884248048.49068,0.0
81,Tajikistan,1.278392909,0.093532054,0.430147958,0.053143746,1.068811016,2.516035843,6.134907641,321.65,4111.9507917985,300.84585169099995,1383.5709069069999,170.93685900899996,3437.830632964,8092.829289009501,19732.9304272765,4.0,5.0,2.0,Tajikistan,38.75,2003.0,9.203866958618164,2.068666696548462,164.134229486264,137.63317429840512,137.63317429840512,115.41097019644188,109.65185614816772,109.65185614816772,104.180127212111,11.0,9.0,7.0,4.5,2.0,9.95851387085187,10.840823823189629,10.840823823189629,11.890726894911317,14.003115459982418,14.003115459982418,18.15170745193238,19041247.333319347,1516558.8473955982,6974557.52863131,945142.0306387406,22385257.767645586,52696042.663346276,166556666.83264503,270115473.0036219,8194150301.78552,3.296442743364901
82,Tanzania,7.6,11.3,0.6,42.8,7.5,8.0,13.2,2421.656,184045.856,273647.128,14529.936,1036468.7679999999,181624.2,193732.48,319658.592,6.0,3.0,3.0,,,2012.0,22.215002059936523,15.281498908996582,782.1765729539175,428.48068136262924,428.48068136262924,234.72410277851634,189.6348994615557,189.6348994615557,153.20708298852125,12.0,9.0,6.0,4.5,3.0,30.236581038185644,24.109285151479494,24.109285151479494,20.324518182241757,19.345361462167094,19.345361462167094,20.463842205145994,,,,,,,,0.0,62409709110.9538,0.0
83,Thailand,0.677764871,0.662478016,0.085175017,6.504573225,2.355548198,14.45904846,11.43769008,2577.813,17471.510954071233,17077.44441859008,2195.6526609782104,167675.73418856927,60721.627669309746,372727.23087817983,294842.2617819504,6.0,3.0,3.0,Thailand,220.33,2011.0,3.2461166381835938,5.351924896240234,165.61406013782093,150.4790453411008,150.4790453411008,136.72717804228222,126.44193626015814,126.44193626015814,116.93039726362097,12.0,9.0,6.0,4.5,3.0,9.103915588402582,11.426852374297576,11.426852374297576,14.374124224734363,15.124562389717171,15.124562389717171,17.532011216698947,420546059.1264429,515946151.9237164,66335366.91002761,6372450797.98558,2428181258.3391957,14904891572.076511,13667099443.744875,38375450650.106346,501643653514.925,7.649942420524332
84,Timor-Leste,4.975190425,4.804067743,9.534558588,1.427717597,2.066497078,47.83660587,0.983732824,93.591,4656.330470661749,4496.17504135113,8923.48872809508,1336.21517620827,1934.05528027098,44770.757799791696,920.6853873098399,6.0,3.0,3.0,Timor-Leste,115.0,2007.0,25.707799911499023,4.828932285308838,523.6731751752308,263.61714435063163,263.61714435063163,132.70490468091626,123.64177489300552,123.64177489300552,115.19761485417841,12.0,9.0,6.0,4.5,3.0,21.376383232876318,16.588211694914715,16.588211694914715,14.129890937115023,14.93753336144514,14.93753336144514,17.391970166566498,137358996.3477032,102925234.69658777,204274113.70878053,26055193.097510286,39868221.07525911,922895269.7871648,22097295.248663314,1455474323.961669,1902156800.0,76.51705285083065
85,Togo,4.837392492,10.12132331,5.476239372,4.566397037,8.332888306,42.52770915,1.568876714,535.131,25886.38681636452,54162.3386420361,29305.054513777322,24436.20612806847,44591.86852078086,227578.95525148648,8395.54564839534,6.0,4.0,3.0,Togo,63.01,2011.0,14.983734130859375,8.209449768066406,401.4900356540995,264.0982637819545,264.0982637819545,173.7226001611993,148.36311514982486,148.36311514982486,126.70552890951059,13.0,10.0,7.0,5.0,3.0,15.625962758457542,15.10014578195993,15.10014578195993,15.109540059699292,16.588726860524392,16.588726860524392,18.322023680706835,305850325.5216761,618399705.4014162,334591111.32301503,279174501.94198245,559318845.960538,2854538346.0853763,116308938.76020199,5068181774.994206,7574636978.66173,66.90989666266015
86,Tonga,0.536307789,0.361462043,0.0,1.787670049,6.26244541,5.332802842,7.091599905,6.881,36.90333896109,24.872203178830002,0.0,123.00957607168998,430.91886866210007,366.95016355802005,487.97298946305,6.0,5.0,2.0,,,,10.0,10.0,345.22712143931034,259.3742460100002,259.3742460100002,194.8717100000001,153.55610346059194,153.55610346059194,121.00000000000001,13.0,10.0,7.0,4.5,2.0,13.872862717185765,14.904227909976346,14.904227909976346,16.27697498158061,16.935578141662667,16.935578141662667,19.647001898033455,,,,,,,,0.0,488829964.070819,0.0
87,Tunisia,1.687940164,3.276014619,0.120571887,3.164128296,13.61543187,11.82290094,2.612851172,629.305,10622.291849060199,20616.12379809795,758.7649134853499,19912.017573142795,85682.59352950349,74402.106760467,16442.8030679546,6.0,3.0,4.0,Tunisia,165.82,2001.0,11.905033111572266,8.92140007019043,357.18254398309483,254.88329095438976,254.88329095438976,181.88316619082835,160.00099487152266,160.00099487152266,140.75144443558705,13.0,10.0,7.0,5.5,4.0,14.245382556362898,14.71797578304899,14.71797578304899,15.560004870649811,15.787315295797024,15.787315295797024,17.68835902090525,301099824.9424815,603772397.0757556,22221505.609812763,616514296.9664398,2691652825.9305544,2337285003.494201,578737410.51965,7151283264.538895,41620349986.3089,17.182179551328435
88,Turkey,1.1,0.7,0.0,1.8,1.6,6.0,11.9,5445.438,59899.818000000014,38118.066,0.0,98017.884,87127.008,326726.27999999997,648007.1220000001,4.0,4.0,4.0,Turkey,419.91,2010.0,6.45686674118042,5.001949787139893,189.79013198404397,167.4658539004256,167.4658539004256,147.76749417591677,134.02449561992495,134.02449561992495,121.5596537408349,12.0,10.0,8.0,6.0,4.0,9.93254987543154,11.092536788397053,11.092536788397053,12.433466571092026,14.210016777502297,14.210016777502297,16.278310226146434,2997945411.699732,2130586636.8806767,0.0,6140942305.5283985,6238567154.740938,23394626830.278515,53152850903.93082,94055519243.05908,719954821683.31,13.064086302408532
89,Turkmenistan,0.480625244,0.0,0.0,0.0,0.371540584,2.513502605,0.0,196.509,944.47186073196,0.0,0.0,0.0,730.1106862125599,4939.258834059449,0.0,4.0,6.0,2.0,,,,10.0,10.0,313.84283767210025,259.3742460100002,259.3742460100002,214.3588810000001,161.05100000000007,161.05100000000007,121.00000000000001,12.0,10.0,8.0,5.0,2.0,14.184453409871738,14.904227909976346,14.904227909976346,15.775155055102912,17.436179011744077,17.436179011744077,19.647001898033455,,,,,,,,0.0,45231428571.4286,0.0
90,Uganda,3.6,33.8,9.4,10.6,8.4,19.7,5.0,2065.283,74350.18800000001,698065.6539999999,194136.60199999998,218919.998,173483.77200000003,406860.75099999993,103264.15,7.0,4.0,2.0,Uganda,1.61,2012.0,13.868733406066895,14.507800102233887,559.5538089411095,355.16171278960667,355.16171278960667,225.42933354408223,171.9254955195713,171.9254955195713,131.12036284253156,13.0,9.5,6.0,4.0,2.0,20.5510828191634,18.876794813846292,18.876794813846292,19.7601378321658,19.978761925869286,19.978761925869286,20.546706821001806,29520513.151745692,254584317.70336542,70801555.81099512,83576181.94635494,66962945.71021872,157044051.2489653,40991982.3170835,703481547.8887286,37600368180.9399,1.8709432431710395
91,Ukraine,0.4,0.0,0.0,0.0,0.0,1.7,0.9,822.099,3288.396,0.0,0.0,0.0,0.0,13975.683000000003,7398.891000000001,4.0,5.0,2.0,Ukraine,175.2,,10.0,10.0,285.3116706110002,235.79476910000014,235.79476910000014,194.8717100000001,153.55610346059194,153.55610346059194,121.00000000000001,11.0,9.0,7.0,4.5,2.0,14.527203171826311,15.31895512194138,15.31895512194138,16.27697498158061,16.935578141662667,16.935578141662667,19.647001898033455,100434164.15530741,0.0,0.0,0.0,0.0,497609217.26384485,305617532.0539684,903660913.4731207,155498989149.587,0.5811361980005004
92,Uruguay,1.4,1.3,0.8,4.8,10.6,34.7,4.0,145.968,2043.5519999999997,1897.5839999999998,1167.744,7006.463999999999,15472.607999999998,50650.896,5838.719999999999,6.0,3.0,3.0,,,2012.0,3.9933664798736572,4.777500152587891,167.35628241204935,148.8075984122679,148.8075984122679,132.31473014384122,123.3690289983785,123.3690289983785,115.02814009790873,12.0,9.0,6.0,4.5,3.0,9.163630215378953,11.350600976575908,11.350600976575908,14.1061994568565,14.919316054315745,14.919316054315745,17.378273453863503,,,,,,,,0.0,53628827440.3582,0.0
93,Vietnam,1.7,1.6,0.1,1.2,8.4,4.9,7.9,3929.13,66795.21,62866.08,3929.13,47149.56,330046.92000000004,192527.37000000002,310401.27,5.0,4.0,3.0,,,2010.0,8.305800437927246,3.2646000385284424,186.60309936424193,152.85848886545224,152.85848886545224,125.21612823064969,117.42412601065728,117.42412601065728,110.11700780244753,12.0,9.5,7.0,5.0,3.0,9.82331440825368,10.486729610886046,10.486729610886046,12.431973500132433,14.522242713469101,14.522242713469101,16.981362612520766,,,,,,,,0.0,271158442448.537,0.0
94,Yemen,10.8,15.4,5.9,6.1,5.6,23.5,1.7,1959.731,211650.94800000003,301798.57399999996,115624.12900000002,119543.59099999999,109744.93599999999,460536.785,33315.426999999996,6.0,3.0,3.0,,,,10.0,10.0,313.84283767210036,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871747,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,,,,,,,,0.0,,
95,Zambia,3.52488215,16.12695453,13.01099,7.777071335,4.604373915,23.70044899,5.466297669,1276.025,44978.3774545375,205783.9715414325,166023.48514750003,99237.37450243375,58752.96224887875,302423.6542246475,69751.32483085725,7.0,2.0,3.0,,,2012.0,13.316266059875488,12.06586742401123,424.0456117688786,273.772410135205,273.772410135205,176.7529965434244,157.72241861535204,157.72241861535204,140.7408180928053,12.0,8.5,5.0,4.0,3.0,17.961650868712177,17.05149485213071,17.05149485213071,18.48495041109874,18.93524119405256,18.93524119405256,19.456336116838646,,,,,,,,0.0,18110631358.3114,0.0
96,Zimbabwe,0.336347567,6.85590771,0.422714939,14.87437238,17.74450565,22.27517281,30.91342685,1332.28,4481.091365627601,91339.88723878801,5631.7465893092,198168.288344264,236406.49987382,296767.67231306806,411853.40323718,7.0,2.0,4.0,,,2007.0,48.733001708984375,17.451997756958008,4226.820929396826,1053.3874722098126,1053.3874722098126,262.5200322283168,223.5126155721474,223.5126155721474,190.30124633099845,13.0,9.5,6.0,5.0,4.0,134.8197130518933,47.83411706649731,47.83411706649731,22.01229288625999,21.608129743511824,21.608129743511824,21.328855082706728,,,,,,,,0.0,18051170798.941,0.0
